Sun Jan 06 16:15:33 CET 2019,elchiringuitotv,2
Sun Jan 06 16:20:52 CET 2019,,1
Sun Jan 06 17:27:24 CET 2019,,1
Sun Jan 06 17:29:34 CET 2019,G2Ander,2
Sun Jan 06 17:33:08 CET 2019,G2Ander,2
Sun Jan 06 17:35:17 CET 2019,,1
Sun Jan 06 18:21:35 CET 2019,AlistairHisoka,2
Sun Jan 06 18:49:42 CET 2019,,1
Sun Jan 06 18:53:21 CET 2019,,1
Sun Jan 06 19:11:03 CET 2019,,1
Sun Jan 06 19:20:54 CET 2019,,1
Sun Jan 06 19:23:33 CET 2019,,1
Sun Jan 06 19:24:24 CET 2019,YihiRM,2
Sun Jan 06 19:26:26 CET 2019,qepupwqq,2
Sun Jan 06 21:52:58 CET 2019,LVPGalletas,2
Sun Jan 06 21:58:48 CET 2019,,1
Sun Jan 06 23:35:53 CET 2019,,1
Sun Jan 06 23:37:57 CET 2019,adriagomezolive,2
Mon Jan 07 00:09:56 CET 2019,,1
Mon Jan 07 02:09:17 CET 2019,DaniRC1993,2
Mon Jan 07 02:09:34 CET 2019,ramosctx,2
Mon Jan 07 03:04:49 CET 2019,,1
Mon Jan 07 13:59:47 CET 2019,,1
Mon Jan 07 14:09:21 CET 2019,,1
Mon Jan 07 15:45:47 CET 2019,,1
Mon Jan 07 15:46:52 CET 2019,ElManueh03,2
Mon Jan 07 17:06:18 CET 2019,PlanetaNBA,2
Mon Jan 07 17:30:48 CET 2019,Shakarez,2
Mon Jan 07 17:40:26 CET 2019,,1
Mon Jan 07 18:51:10 CET 2019,,1
Mon Jan 07 19:47:10 CET 2019,demas6Basket,2
Mon Jan 07 19:49:46 CET 2019,,1
Mon Jan 07 20:58:05 CET 2019,,1
Mon Jan 07 21:57:15 CET 2019,LordbzB,2
Mon Jan 07 21:59:29 CET 2019,ArranoBaltzaa,2
Mon Jan 07 22:17:03 CET 2019,albeeert_5,2
Mon Jan 07 22:20:53 CET 2019,pulpaco,2
Mon Jan 07 22:27:41 CET 2019,,1
Mon Jan 07 23:13:11 CET 2019,,1
Mon Jan 07 23:16:38 CET 2019,RapportMaverick,2
Tue Jan 08 02:15:17 CET 2019,,1
Tue Jan 08 04:41:47 CET 2019,Hiperop,2
Tue Jan 08 14:00:59 CET 2019,ImAgus51,2
Tue Jan 08 14:11:06 CET 2019,,1
Tue Jan 08 14:39:31 CET 2019,putarranca,2
Tue Jan 08 14:41:56 CET 2019,elborru_,2
Tue Jan 08 15:24:10 CET 2019,,1
Tue Jan 08 16:30:19 CET 2019,NilGarcia10,2
Tue Jan 08 16:53:43 CET 2019,,1
Tue Jan 08 16:58:03 CET 2019,NilGarcia10,2
Tue Jan 08 18:03:23 CET 2019,AXLAMADRID,2
Tue Jan 08 18:57:13 CET 2019,,1
Tue Jan 08 20:03:05 CET 2019,,1
Tue Jan 08 20:05:52 CET 2019,,1
Tue Jan 08 20:07:05 CET 2019,LarenaPerez,2
Tue Jan 08 20:28:38 CET 2019,FolagoR,2
Tue Jan 08 21:23:46 CET 2019,Spursito,2
Tue Jan 08 22:08:47 CET 2019,,1
Wed Jan 09 01:40:26 CET 2019,POLLAPERRO2001,2
Wed Jan 09 01:48:29 CET 2019,polonnor,2
Wed Jan 09 01:49:30 CET 2019,,1
Wed Jan 09 02:05:24 CET 2019,,1
Wed Jan 09 02:06:29 CET 2019,jaimemarcos1996,2
Wed Jan 09 03:04:36 CET 2019,909Alfa,2
Wed Jan 09 06:01:53 CET 2019,,1
Wed Jan 09 13:02:55 CET 2019,NilGarcia10,2
Wed Jan 09 13:51:15 CET 2019,,1
Wed Jan 09 15:50:39 CET 2019,Mastodonquijote,2
Wed Jan 09 15:57:13 CET 2019,Eisenheim_CR,2
Wed Jan 09 16:27:29 CET 2019,IbaiLlanos,2
Wed Jan 09 16:29:55 CET 2019,Raskyperro,2
Wed Jan 09 16:33:57 CET 2019,Raskyperro,2
Wed Jan 09 18:02:29 CET 2019,TeamVitality,2
Wed Jan 09 18:15:31 CET 2019,MothershipSG,2
Wed Jan 09 20:28:27 CET 2019,jpedrerol,2
Wed Jan 09 21:04:21 CET 2019,,1
Wed Jan 09 21:06:50 CET 2019,pYuliann,2
Wed Jan 09 21:13:30 CET 2019,,1
Wed Jan 09 22:44:40 CET 2019,,1
Thu Jan 10 00:46:53 CET 2019,,1
Thu Jan 10 02:49:49 CET 2019,,1
Thu Jan 10 15:23:34 CET 2019,,1
Thu Jan 10 15:23:58 CET 2019,jxsxmxs,2
Thu Jan 10 15:26:32 CET 2019,jxsxmxs,2
Thu Jan 10 15:36:44 CET 2019,justoyusto,2
Thu Jan 10 15:38:27 CET 2019,justoyusto,2
Thu Jan 10 15:41:51 CET 2019,RomeGulere,2
Thu Jan 10 15:44:20 CET 2019,Juancar_1011,2
Thu Jan 10 15:55:49 CET 2019,Pabloskis12FB,2
Thu Jan 10 15:58:09 CET 2019,,1
Thu Jan 10 16:28:25 CET 2019,MiriamDrama,2
Thu Jan 10 17:12:57 CET 2019,MrDivlak,2
Thu Jan 10 17:14:49 CET 2019,Felipez360,2
Thu Jan 10 17:16:31 CET 2019,Felipez360,2
Thu Jan 10 17:25:16 CET 2019,,1
Thu Jan 10 17:35:25 CET 2019,SrNoseqe,2
Thu Jan 10 19:06:20 CET 2019,2010MisterChip,2
Thu Jan 10 20:58:37 CET 2019,G2Reven,2
Thu Jan 10 21:15:59 CET 2019,jonuuri,2
Thu Jan 10 21:54:33 CET 2019,fercardenete,2
Thu Jan 10 21:58:55 CET 2019,cuaquers,2
Thu Jan 10 22:32:04 CET 2019,,1
Thu Jan 10 22:37:08 CET 2019,SinAzucarOrg,2
Thu Jan 10 22:43:50 CET 2019,,1
Fri Jan 11 02:31:55 CET 2019,Beperfcts,2
Fri Jan 11 03:27:18 CET 2019,_jorgisimo,2
Fri Jan 11 05:20:34 CET 2019,Fyrlian,2
Fri Jan 11 06:05:32 CET 2019,,1
Fri Jan 11 06:07:41 CET 2019,,1
Fri Jan 11 12:31:07 CET 2019,Zequiodzilla,2
Fri Jan 11 12:34:38 CET 2019,Zequiodzilla,2
Fri Jan 11 15:00:04 CET 2019,,1
Fri Jan 11 16:32:46 CET 2019,,1
Fri Jan 11 18:21:47 CET 2019,LVPes,2
Fri Jan 11 18:59:05 CET 2019,,1
Fri Jan 11 20:36:25 CET 2019,davidsardinero,2
Fri Jan 11 22:39:50 CET 2019,enriquegper,2
Fri Jan 11 22:48:27 CET 2019,,1
Sat Jan 12 00:18:54 CET 2019,,1
Sat Jan 12 02:24:20 CET 2019,,1
Sat Jan 12 13:46:41 CET 2019,,1
Sat Jan 12 14:26:32 CET 2019,NilGarcia10,2
Sat Jan 12 14:29:07 CET 2019,zawaru3,2
Sat Jan 12 14:33:07 CET 2019,MisterJagger_,2
Sat Jan 12 14:49:08 CET 2019,,1
Sat Jan 12 15:00:37 CET 2019,angelquintana,2
Sat Jan 12 15:23:57 CET 2019,,1
Sat Jan 12 16:05:44 CET 2019,,1
Sat Jan 12 16:11:06 CET 2019,ElCerveOficial,2
Sat Jan 12 19:13:46 CET 2019,G2Reven,2
Sat Jan 12 19:27:43 CET 2019,,1
Sat Jan 12 19:51:26 CET 2019,,1
Sat Jan 12 20:46:44 CET 2019,MisterJagger_,2
Sat Jan 12 20:57:20 CET 2019,pxscx,2
Sat Jan 12 21:03:17 CET 2019,pixurraa,2
Sat Jan 12 21:14:01 CET 2019,,1
Sat Jan 12 22:43:05 CET 2019,miquelbd18,2
Sat Jan 12 22:44:47 CET 2019,Srcheeto,2
Sat Jan 12 23:31:18 CET 2019,werlyb,2
Sun Jan 13 00:14:40 CET 2019,,1
Sun Jan 13 04:08:56 CET 2019,Pvyyy,2
Sun Jan 13 04:11:29 CET 2019,Pvyyy,2
Sun Jan 13 05:12:06 CET 2019,,1
Sun Jan 13 14:17:36 CET 2019,IronTyse,2
Sun Jan 13 14:31:44 CET 2019,AdrianVG__,2
Sun Jan 13 14:36:59 CET 2019,,1
Sun Jan 13 14:38:42 CET 2019,scarsalx,2
Sun Jan 13 15:16:24 CET 2019,Zequiodzilla,2
Sun Jan 13 16:56:22 CET 2019,,1
Sun Jan 13 16:56:40 CET 2019,finallyxpablo,2
Sun Jan 13 17:16:43 CET 2019,,1
Sun Jan 13 19:26:30 CET 2019,,1
Sun Jan 13 20:52:01 CET 2019,,1
Sun Jan 13 20:59:24 CET 2019,,1
Sun Jan 13 21:41:40 CET 2019,,1
Sun Jan 13 21:56:47 CET 2019,alsotri,2
Sun Jan 13 23:21:34 CET 2019,,1
Sun Jan 13 23:32:19 CET 2019,prankmydog,2
Sun Jan 13 23:42:52 CET 2019,prankmydog,2
Mon Jan 14 05:06:01 CET 2019,,1
Mon Jan 14 10:13:12 CET 2019,Proviup,2
Mon Jan 14 11:10:45 CET 2019,Felipez360,2
Mon Jan 14 11:15:43 CET 2019,,1
Mon Jan 14 12:13:15 CET 2019,Elmiillor,2
Mon Jan 14 12:21:51 CET 2019,Elmiillor,2
Mon Jan 14 12:25:24 CET 2019,eleux_,2
Mon Jan 14 12:40:33 CET 2019,drakar__,2
Mon Jan 14 14:53:20 CET 2019,,1
Mon Jan 14 14:57:21 CET 2019,Th3AntonioGG,2
Mon Jan 14 14:57:57 CET 2019,elzorroO1,2
Mon Jan 14 14:58:06 CET 2019,IXTRUnai,2
Mon Jan 14 17:27:55 CET 2019,,1
Mon Jan 14 17:35:30 CET 2019,mollyenda_,2
Mon Jan 14 18:24:43 CET 2019,_Mike_Azuki_,2
Mon Jan 14 18:25:37 CET 2019,LVPes,2
Mon Jan 14 20:08:54 CET 2019,Carloss699,2
Mon Jan 14 20:10:13 CET 2019,HolaSoySergio__,2
Mon Jan 14 20:12:07 CET 2019,zawaru3,2
Mon Jan 14 20:15:16 CET 2019,,1
Mon Jan 14 22:49:56 CET 2019,,1
Mon Jan 14 23:51:32 CET 2019,Giorgerepe,2
Tue Jan 15 01:19:12 CET 2019,,1
Tue Jan 15 04:20:40 CET 2019,,1
Tue Jan 15 14:49:33 CET 2019,unosMemiyos,2
Tue Jan 15 15:07:46 CET 2019,,1
Tue Jan 15 15:08:10 CET 2019,Champi_14,2
Tue Jan 15 15:08:26 CET 2019,IbaiLlanos,2
Tue Jan 15 15:10:39 CET 2019,justoyusto,2
Tue Jan 15 15:14:52 CET 2019,alienbabe999,2
Tue Jan 15 15:18:44 CET 2019,,1
Tue Jan 15 17:09:28 CET 2019,GiantsGaming,2
Tue Jan 15 17:10:50 CET 2019,TeamHeretics,2
Tue Jan 15 17:12:48 CET 2019,Whitenesh,2
Tue Jan 15 17:15:48 CET 2019,,1
Tue Jan 15 17:33:17 CET 2019,Elmiillor,2
Tue Jan 15 18:26:23 CET 2019,Giorgerepe,2
Tue Jan 15 18:47:10 CET 2019,G2esports,2
Tue Jan 15 20:03:22 CET 2019,,1
Tue Jan 15 20:07:27 CET 2019,MaterialistBoy,2
Tue Jan 15 20:09:26 CET 2019,MaterialistBoy,2
Tue Jan 15 20:50:54 CET 2019,Proviup,2
Tue Jan 15 21:20:39 CET 2019,,1
Tue Jan 15 21:24:59 CET 2019,Samujeros,2
Tue Jan 15 21:45:20 CET 2019,Miguelixto_,2
Tue Jan 15 21:58:16 CET 2019,Luismilwaukee,2
Tue Jan 15 22:31:07 CET 2019,paramo_carloss,2
Tue Jan 15 22:32:53 CET 2019,FVaIors,2
Tue Jan 15 22:42:29 CET 2019,pixitaa_,2
Tue Jan 15 23:21:44 CET 2019,mariacobo__,2
Tue Jan 15 23:26:33 CET 2019,RuboWarCry,2
Tue Jan 15 23:28:02 CET 2019,Atawalpax,2
Tue Jan 15 23:37:53 CET 2019,,1
Wed Jan 16 05:30:13 CET 2019,,1
Wed Jan 16 06:13:28 CET 2019,,1
Wed Jan 16 06:18:20 CET 2019,rxbbersoul,2
Wed Jan 16 06:24:22 CET 2019,Rescock,2
Wed Jan 16 06:47:16 CET 2019,DrippySoap,2
Wed Jan 16 09:15:46 CET 2019,SAlexhayden,2
Wed Jan 16 10:59:18 CET 2019,,1
Wed Jan 16 11:10:41 CET 2019,FVaIors,2
Wed Jan 16 11:15:57 CET 2019,luciarmira,2
Wed Jan 16 11:20:15 CET 2019,Desahogada,2
Wed Jan 16 16:03:42 CET 2019,,1
Wed Jan 16 16:04:55 CET 2019,itsdeeperinside,2
Wed Jan 16 16:05:48 CET 2019,Raskyperro,2
Wed Jan 16 16:18:41 CET 2019,,1
Wed Jan 16 16:20:46 CET 2019,come_gratis,2
Wed Jan 16 16:22:17 CET 2019,,1
Wed Jan 16 16:23:00 CET 2019,zawaru3,2
Wed Jan 16 16:24:03 CET 2019,Raskyperro,2
Wed Jan 16 16:26:33 CET 2019,itsdeeperinside,2
Wed Jan 16 16:27:13 CET 2019,IbaiLlanos,2
Wed Jan 16 16:28:23 CET 2019,joseostias,2
Wed Jan 16 16:35:05 CET 2019,itsdeeperinside,2
Wed Jan 16 16:52:31 CET 2019,bichoboi69,2
Wed Jan 16 17:43:38 CET 2019,,1
Wed Jan 16 17:44:18 CET 2019,,1
Wed Jan 16 20:57:13 CET 2019,,1
Wed Jan 16 21:00:12 CET 2019,Hiperpikachu,2
Wed Jan 16 21:20:01 CET 2019,ernestohv_RMCF,2
Wed Jan 16 21:24:32 CET 2019,Luismilwaukee,2
Wed Jan 16 21:25:26 CET 2019,IbaiLlanos,2
Wed Jan 16 21:51:55 CET 2019,,1
Wed Jan 16 23:07:51 CET 2019,,1
Thu Jan 17 02:18:05 CET 2019,,1
Thu Jan 17 02:18:53 CET 2019,RoldierXD,2
Thu Jan 17 13:02:21 CET 2019,lluislou,2
Thu Jan 17 13:09:15 CET 2019,TeshTV,2
Thu Jan 17 13:50:32 CET 2019,,1
Thu Jan 17 14:10:51 CET 2019,,1
Thu Jan 17 14:12:40 CET 2019,RodrigoFaez,2
Thu Jan 17 19:32:18 CET 2019,,1
Thu Jan 17 22:26:07 CET 2019,,1
Thu Jan 17 22:26:59 CET 2019,Raskyperro,2
Fri Jan 18 00:12:39 CET 2019,Proviup,2
Fri Jan 18 00:17:19 CET 2019,alvaroleganes86,2
Fri Jan 18 00:24:31 CET 2019,Bruno_8893,2
Fri Jan 18 00:25:15 CET 2019,angelquintana,2
Fri Jan 18 00:36:42 CET 2019,,1
Fri Jan 18 00:37:13 CET 2019,,1
Fri Jan 18 02:03:22 CET 2019,,1
Fri Jan 18 02:04:07 CET 2019,,1
Fri Jan 18 02:04:38 CET 2019,sikak0,2
Fri Jan 18 10:55:35 CET 2019,Felipez360,2
Fri Jan 18 11:01:30 CET 2019,,1
Fri Jan 18 11:01:50 CET 2019,POLLAPERRO2001,2
Fri Jan 18 11:09:13 CET 2019,LitoFG,2
Fri Jan 18 11:15:32 CET 2019,xPeke,2
Fri Jan 18 11:20:13 CET 2019,AxeeL,2
Fri Jan 18 11:29:26 CET 2019,Ioritzetxebest,2
Fri Jan 18 11:32:03 CET 2019,Ioritzetxebest,2
Fri Jan 18 12:08:40 CET 2019,,1
Fri Jan 18 12:14:23 CET 2019,ImFkinQuaver,2
Fri Jan 18 14:53:20 CET 2019,,1
Fri Jan 18 16:40:43 CET 2019,,1
Fri Jan 18 18:06:12 CET 2019,,1
Fri Jan 18 19:14:25 CET 2019,,1
Fri Jan 18 19:14:57 CET 2019,eMeDroiD,2
Fri Jan 18 20:35:59 CET 2019,JoseGiants,2
Fri Jan 18 20:38:13 CET 2019,ElChirincirco,2
Fri Jan 18 21:57:06 CET 2019,,1
Fri Jan 18 22:11:11 CET 2019,pacoelmag0,2
Fri Jan 18 22:12:09 CET 2019,pauaraba,2
Fri Jan 18 22:53:23 CET 2019,jamesfdeza,2
Fri Jan 18 23:41:55 CET 2019,Andrsz_,2
Fri Jan 18 23:42:42 CET 2019,DarkozTV,2
Sat Jan 19 06:11:28 CET 2019,,1
Sat Jan 19 06:26:28 CET 2019,Nagabluh,2
Sat Jan 19 06:34:54 CET 2019,Bladecito_,2
Sat Jan 19 06:39:39 CET 2019,maintrist,2
Sat Jan 19 06:40:12 CET 2019,LVPWolk,2
Sat Jan 19 06:45:15 CET 2019,,1
Sat Jan 19 13:02:47 CET 2019,,1
Sat Jan 19 16:50:22 CET 2019,YihiRM,2
Sat Jan 19 16:54:01 CET 2019,YihiRM,2
Sat Jan 19 17:20:55 CET 2019,,1
Sat Jan 19 17:42:14 CET 2019,LVPesLoL,2
Sat Jan 19 19:02:02 CET 2019,_Mike_Azuki_,2
Sat Jan 19 19:04:24 CET 2019,_Mike_Azuki_,2
Sat Jan 19 19:17:18 CET 2019,JonRUrk,2
Sat Jan 19 19:23:40 CET 2019,Rogermartismo,2
Sat Jan 19 19:30:15 CET 2019,itsdeeperinside,2
Sat Jan 19 19:40:16 CET 2019,,1
Sat Jan 19 19:45:21 CET 2019,,1
Sat Jan 19 19:51:54 CET 2019,Jordiii22,2
Sat Jan 19 21:05:23 CET 2019,JordiD17,2
Sat Jan 19 21:31:18 CET 2019,JonRUrk,2
Sat Jan 19 21:49:29 CET 2019,,1
Sat Jan 19 22:08:55 CET 2019,Attila,2
Sat Jan 19 22:55:25 CET 2019,,1
Sun Jan 20 00:51:29 CET 2019,,1
Sun Jan 20 00:53:37 CET 2019,,1
Sun Jan 20 00:56:06 CET 2019,,1
Sun Jan 20 00:58:02 CET 2019,,1
Sun Jan 20 02:03:57 CET 2019,,1
Sun Jan 20 11:54:22 CET 2019,Cabramaravilla,2
Sun Jan 20 11:59:42 CET 2019,AdrianVG__,2
Sun Jan 20 12:07:42 CET 2019,AndreGuilhoto94,2
Sun Jan 20 12:23:26 CET 2019,,1
Sun Jan 20 12:24:51 CET 2019,LordChachi,2
Sun Jan 20 12:31:21 CET 2019,,1
Sun Jan 20 13:13:06 CET 2019,DrippySoap,2
Sun Jan 20 13:35:26 CET 2019,SandraWnchstr,2
Sun Jan 20 13:37:24 CET 2019,,1
Sun Jan 20 13:38:57 CET 2019,werlyb,2
Sun Jan 20 13:39:33 CET 2019,,1
Sun Jan 20 14:00:06 CET 2019,,1
Sun Jan 20 14:20:12 CET 2019,perezreverte,2
Sun Jan 20 14:26:07 CET 2019,Cabramaravilla,2
Sun Jan 20 15:24:12 CET 2019,tjcope,2
Sun Jan 20 15:35:37 CET 2019,albeeert_5,2
Sun Jan 20 15:39:54 CET 2019,,1
Sun Jan 20 15:40:51 CET 2019,ArranoBaltzaa,2
Sun Jan 20 16:16:14 CET 2019,Felipez360,2
Sun Jan 20 16:26:21 CET 2019,Jorge__Guti,2
Sun Jan 20 16:56:17 CET 2019,JonRUrk,2
Sun Jan 20 17:13:39 CET 2019,albeeert_5,2
Sun Jan 20 18:30:37 CET 2019,,1
Sun Jan 20 21:12:08 CET 2019,,1
Sun Jan 20 21:16:08 CET 2019,MaxoLlevant,2
Sun Jan 20 21:18:46 CET 2019,RodriguezJervin,2
Sun Jan 20 21:57:16 CET 2019,Joanradiohead1,2
Sun Jan 20 21:59:53 CET 2019,itsdeeperinside,2
Sun Jan 20 22:00:49 CET 2019,itsdeeperinside,2
Sun Jan 20 22:01:44 CET 2019,Elmiillor,2
Sun Jan 20 22:03:37 CET 2019,prankmydog,2
Sun Jan 20 22:07:21 CET 2019,nachossj69,2
Sun Jan 20 22:19:32 CET 2019,Luismilwaukee,2
Sun Jan 20 22:40:13 CET 2019,marialujanx,2
Sun Jan 20 23:05:58 CET 2019,,1
Sun Jan 20 23:22:11 CET 2019,,1
Sun Jan 20 23:27:59 CET 2019,,1
Sun Jan 20 23:34:17 CET 2019,prankmydog,2
Sun Jan 20 23:36:07 CET 2019,,1
Mon Jan 21 00:13:58 CET 2019,,1
Mon Jan 21 03:12:07 CET 2019,HolaSoySergio__,2
Mon Jan 21 04:05:58 CET 2019,,1
Mon Jan 21 12:02:51 CET 2019,,1
Mon Jan 21 12:04:17 CET 2019,nosevenx,2
Mon Jan 21 12:28:37 CET 2019,,1
Mon Jan 21 12:41:54 CET 2019,,1
Mon Jan 21 12:42:54 CET 2019,lol_es,2
Mon Jan 21 13:59:37 CET 2019,Giorgerepe,2
Mon Jan 21 14:01:14 CET 2019,Giorgerepe,2
Mon Jan 21 14:06:31 CET 2019,MaterialistBoy,2
Mon Jan 21 14:08:16 CET 2019,MIAREsproject,2
Mon Jan 21 15:01:26 CET 2019,,1
Mon Jan 21 18:19:52 CET 2019,LVPesLoL,2
Mon Jan 21 18:51:34 CET 2019,Bimireul,2
Mon Jan 21 18:54:12 CET 2019,Bimireul,2
Mon Jan 21 19:15:09 CET 2019,prankmydog,2
Mon Jan 21 19:15:57 CET 2019,prankmydog,2
Mon Jan 21 19:19:41 CET 2019,,1
Mon Jan 21 19:21:47 CET 2019,prankmydog,2
Mon Jan 21 20:24:16 CET 2019,Josejusejo,2
Mon Jan 21 20:26:48 CET 2019,Esportmaniacos,2
Mon Jan 21 21:02:49 CET 2019,Luismilwaukee,2
Mon Jan 21 21:10:35 CET 2019,angelquintana,2
Mon Jan 21 21:53:04 CET 2019,,1
Mon Jan 21 22:28:25 CET 2019,justoyusto,2
Mon Jan 21 22:31:41 CET 2019,,1
Mon Jan 21 22:33:37 CET 2019,Giorgerepe,2
Mon Jan 21 23:43:14 CET 2019,,1
Mon Jan 21 23:46:56 CET 2019,tomiherxx,2
Tue Jan 22 00:08:12 CET 2019,MaterialistBoy,2
Tue Jan 22 00:24:17 CET 2019,souhail_lol,2
Tue Jan 22 02:43:25 CET 2019,G2Reven,2
Tue Jan 22 11:55:08 CET 2019,,1
Tue Jan 22 12:09:22 CET 2019,,1
Tue Jan 22 12:10:55 CET 2019,monchi_alcala,2
Tue Jan 22 12:12:22 CET 2019,,1
Tue Jan 22 12:13:12 CET 2019,,1
Tue Jan 22 12:18:37 CET 2019,_Rivalless,2
Tue Jan 22 12:59:48 CET 2019,esquenololees,2
Tue Jan 22 13:05:16 CET 2019,,1
Tue Jan 22 13:33:58 CET 2019,,1
Tue Jan 22 15:27:46 CET 2019,SapphireHotS,2
